Vegan,Range 1,Monday,Vegan Meal plan,Breakfast- Mix peanut butter with 1 tsp. warm water (or more as needed to thin out the peanut butter). Drizzle over pancakes.,vegan_range1_mon_break
Vegan,Range 1,Monday,Vegan Meal plan,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,vegan_range1_mon_lunch
Vegan,Range 1,Monday,Vegan Meal plan,Dinner- 1 serving falafel salad with lemon-tahini dressing,vegan_range1_mon_dinner
Vegan,Range 1,Tuesday,Vegan Meal plan,Breakfast- 1 serving Peanut butter & Chia Berry Jam English Muffin,vegan_range1_tues_break
Vegan,Range 1,Tuesday,Vegan Meal plan,Lunch- 4 cups White Bean & veggie Salad ,vegan_range1_tues_lunch
Vegan,Range 1,Tuesday,Vegan Meal plan,Dinner- 2 cups black-bean Quinoa Buddha Bowl,vegan_range1_tues_dinner
Vegan,Range 1,Wednesday,Vegan Meal plan,Breakfast- 1 serving peanut butter banana toast,vegan_range1_wed_break
Vegan,Range 1,Wednesday,Vegan Meal plan,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range1_wed_lunch
Vegan,Range 1,Wednesday,Vegan Meal plan,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,vegan_range1_wed_dinner
Vegan,Range 1,Thursday,Vegan Meal plan,Breakfast- 1 serving peanut butter banana toast,vegan_range1_thurs_break
Vegan,Range 1,Thursday,Vegan Meal plan,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range1_thurs_lunch
Vegan,Range 1,Thursday,Vegan Meal plan,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,vegan_range1_thurs_dinner
Vegan,Range 1,Friday,Vegan Meal plan,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,vegan_range1_fri_break
Vegan,Range 1,Friday,Vegan Meal plan,Lunch-1 serving Veggie & Hummus Sandwich ,vegan_range1_fri_lunch
Vegan,Range 1,Friday,Vegan Meal plan,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,vegan_range1_fri_dinner
Vegan,Range 2,Monday,Vegan Diet plan,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,vegan_range2_mon_break
Vegan,Range 2,Monday,Vegan Diet plan,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,vegan_range2_mon_lunch
Vegan,Range 2,Monday,Vegan Diet plan,Dinner- 1 serving falafel salad with lemon-tahini dressing,vegan_range2_mon_dinner
Vegan,Range 2,Tuesday,Vegan Diet plan,Breakfast- 1 serving peanut butter banana toast,vegan_range2_tues_break
Vegan,Range 2,Tuesday,Vegan Diet plan,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range2_tues_lunch
Vegan,Range 2,Tuesday,Vegan Diet plan,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,vegan_range2_tues_dinner
Vegan,Range 2,Wednesday,Vegan Diet plan,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,vegan_range2_wed_break
Vegan,Range 2,Wednesday,Vegan Diet plan,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,vegan_range2_wed_lunch
Vegan,Range 2,Wednesday,Vegan Diet plan,Dinner- 1 serving falafel salad with lemon-tahini dressing,vegan_range2_wed_dinner
Vegan,Range 2,Thursday,Vegan Diet plan,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,vegan_range2_thurs_break
Vegan,Range 2,Thursday,Vegan Diet plan,Lunch-1 serving Veggie & Hummus Sandwich ,vegan_range2_thurs_lunch
Vegan,Range 2,Thursday,Vegan Diet plan,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,vegan_range2_thurs_dinner
Vegan,Range 2,Friday,Vegan Diet plan,Breakfast- 1 serving peanut butter banana toast,vegan_range2_fri_break
Vegan,Range 2,Friday,Vegan Diet plan,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range2_fri_lunch
Vegan,Range 2,Friday,Vegan Diet plan,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,vegan_range2_fri_dinner
Vegan,Range 3,Monday,Vegan Sample menu,Breakfast- 1 serving peanut butter banana toast,vegan_range3_mon_break
Vegan,Range 3,Monday,Vegan Sample menu,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range3_mon_lunch
Vegan,Range 3,Monday,Vegan Sample menu,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,vegan_range3_mon_dinner
Vegan,Range 3,Tuesday,Vegan Sample menu,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,vegan_range3_tues_break
Vegan,Range 3,Tuesday,Vegan Sample menu,Lunch-1 serving Veggie & Hummus Sandwich ,vegan_range3_tues_lunch
Vegan,Range 3,Tuesday,Vegan Sample menu,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,vegan_range3_tues_dinner
Vegan,Range 3,Wednesday,Vegan Sample menu,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,vegan_range3_wed_break
Vegan,Range 3,Wednesday,Vegan Sample menu,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,vegan_range3_wed_lunch
Vegan,Range 3,Wednesday,Vegan Sample menu,Dinner- 1 serving falafel salad with lemon-tahini dressing,vegan_range3_wed_dinner
Vegan,Range 3,Thursday,Vegan Sample menu,Breakfast- 1 serving peanut butter banana toast,vegan_range3_thurs_break
Vegan,Range 3,Thursday,Vegan Sample menu,Lunch- 4 cups serving Green Salad with Edamame & Beets,vegan_range3_thurs_lunch
Vegan,Range 3,Thursday,Vegan Sample menu,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,vegan_range3_thurs_dinner
Vegan,Range 3,Friday,Vegan Sample menu,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,vegan_range3_fri_break
Vegan,Range 3,Friday,Vegan Sample menu,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,vegan_range3_fri_lunch
Vegan,Range 3,Friday,Vegan Sample menu,Dinner- 1 serving falafel salad with lemon-tahini dressing,vegan_range3_fri_dinner
Combination,Range 1,Monday,Dash Diet,Breakfast- 1 serving peanut butter banana toast,combination_range1_mon_break
Combination,Range 1,Monday,Dash Diet,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range1_mon_lunch
Combination,Range 1,Monday,Dash Diet,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,combination_range1_mon_dinner
Combination,Range 1,Tuesday,Dash Diet,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,combination_range1_tues_break
Combination,Range 1,Tuesday,Dash Diet,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,combination_range1_tues_lunch
Combination,Range 1,Tuesday,Dash Diet,Dinner- 1 serving falafel salad with lemon-tahini dressing,combination_range1_tues_dinner
Combination,Range 1,Wednesday,Dash Diet,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,combination_range1_wed_break
Combination,Range 1,Wednesday,Dash Diet,Lunch-1 serving Veggie & Hummus Sandwich ,combination_range1_wed_lunch
Combination,Range 1,Wednesday,Dash Diet,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,combination_range1_wed_dinner
Combination,Range 1,Thursday,Dash Diet,Breakfast- 1 serving peanut butter banana toast,combination_range1_thurs_break
Combination,Range 1,Thursday,Dash Diet,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range1_thurs_lunch
Combination,Range 1,Thursday,Dash Diet,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,combination_range1_thurs_dinner
Combination,Range 1,Friday,Dash Diet,Breakfast- 1 serving peanut butter banana toast,combination_range1_fri_break
Combination,Range 1,Friday,Dash Diet,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range1_fri_lunch
Combination,Range 1,Friday,Dash Diet,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,combination_range1_fri_dinner
Combination,Range 2,Monday,Weight watchers Diet ,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,combination_range2_mon_break
Combination,Range 2,Monday,Weight watchers Diet ,Lunch-1 serving Veggie & Hummus Sandwich ,combination_range2_mon_lunch
Combination,Range 2,Monday,Weight watchers Diet ,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,combination_range2_mon_dinner
Combination,Range 2,Tuesday,Weight watchers Diet ,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,combination_range2_tues_break
Combination,Range 2,Tuesday,Weight watchers Diet ,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,combination_range2_tues_lunch
Combination,Range 2,Tuesday,Weight watchers Diet ,Dinner- 1 serving falafel salad with lemon-tahini dressing,combination_range2_tues_dinner
Combination,Range 2,Wednesday,Weight watchers Diet ,Breakfast- 1 serving peanut butter banana toast,combination_range2_wed_break
Combination,Range 2,Wednesday,Weight watchers Diet ,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range2_wed_lunch
Combination,Range 2,Wednesday,Weight watchers Diet ,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,combination_range2_wed_dinner
Combination,Range 2,Thursday,Weight watchers Diet ,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,combination_range2_thurs_break
Combination,Range 2,Thursday,Weight watchers Diet ,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,combination_range2_thurs_lunch
Combination,Range 2,Thursday,Weight watchers Diet ,Dinner- 1 serving falafel salad with lemon-tahini dressing,combination_range2_thurs_dinner
Combination,Range 2,Friday,Weight watchers Diet ,Breakfast- 1 serving peanut butter banana toast,combination_range2_fri_break
Combination,Range 2,Friday,Weight watchers Diet ,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range2_fri_lunch
Combination,Range 2,Friday,Weight watchers Diet ,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,combination_range2_fri_dinner
Combination,Range 3,Monday,The Volumetrics diet,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,combination_range3_mon_break
Combination,Range 3,Monday,The Volumetrics diet,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,combination_range3_mon_lunch
Combination,Range 3,Monday,The Volumetrics diet,Dinner- 1 serving falafel salad with lemon-tahini dressing,combination_range3_mon_dinner
Combination,Range 3,Tuesday,The Volumetrics diet,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes.,combination_range3_tues_break
Combination,Range 3,Tuesday,The Volumetrics diet,Lunch-1 serving white bean Avocado Toast  1 cup sliced cucumber,combination_range3_tues_lunch
Combination,Range 3,Tuesday,The Volumetrics diet,Dinner- 1 serving falafel salad with lemon-tahini dressing,combination_range3_tues_dinner
Combination,Range 3,Wednesday,The Volumetrics diet,Breakfast- Mix peanut butter with 1 tsp. warm water (or more  as needed  to thin out the peanut butter). Drizzle over pancakes. ,combination_range3_wed_break
Combination,Range 3,Wednesday,The Volumetrics diet,Lunch-1 serving Veggie & Hummus Sandwich ,combination_range3_wed_lunch
Combination,Range 3,Wednesday,The Volumetrics diet,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,combination_range3_wed_dinner
Combination,Range 3,Thursday,The Volumetrics diet,Breakfast- 1 serving peanut butter banana toast,combination_range3_thurs_break
Combination,Range 3,Thursday,The Volumetrics diet,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range3_thurs_lunch
Combination,Range 3,Thursday,The Volumetrics diet,Dinner- 1 1/2 cups Roasted Cauliflower & Potato Curry Soup  1/2 small whole-wheat pita  toasted  1/3 cup hummus,combination_range3_thurs_dinner
Combination,Range 3,Friday,The Volumetrics diet,Breakfast- 1 serving peanut butter banana toast,combination_range3_fri_break
Combination,Range 3,Friday,The Volumetrics diet,Lunch- 4 cups serving Green Salad with Edamame & Beets,combination_range3_fri_lunch
Combination,Range 3,Friday,The Volumetrics diet,Dinner- 1 cup Chickpea Curry  1 cup Basic Quinoa,combination_range3_fri_dinner
